GO ID	GO Category	GO Description	Copies per Million (CPM)	Relative Abundance
GO:0016021	Cellular_Components	integral component of membrane	126255	12.661136543513196
GO:0005524	Molecular_Functions	ATP binding	50781.7	5.092503565100186
GO:0003677	Molecular_Functions	DNA binding	42320.6	4.24400534793398
GO:0005737	Cellular_Components	cytoplasm	38405.8	3.8514203624637373
GO:0005886	Cellular_Components	plasma membrane	18612.9	1.8665436487327773
GO:0046872	Molecular_Functions	metal ion binding	17015.3	1.7063327125962542
GO:0016787	Molecular_Functions	hydrolase activity	15769.6	1.5814111032163929
GO:0006412	Biological_Processes	translation	15605.6	1.5649648128268152
GO:0003735	Molecular_Functions	structural constituent of ribosome	14241.3	1.4281497275920516
GO:0003700	Molecular_Functions	DNA-binding transcription factor activity	13803.8	1.3842762395100983
GO:0005840	Cellular_Components	ribosome	12425.9	1.2460973155601016
GO:0006355	Biological_Processes	regulation of transcription, DNA-templated	11414.6	1.14468186756632
GO:0009401	Biological_Processes	phosphoenolpyruvate-dependent sugar phosphotransferase system	11333	1.1364988352749203
GO:0016740	Molecular_Functions	transferase activity	10689.9	1.0720073148509106
GO:0005975	Biological_Processes	carbohydrate metabolic process	9683.83	0.971116343068943
GO:0055085	Biological_Processes	transmembrane transport	9381.04	0.9407518780258923
GO:0016887	Molecular_Functions	ATPase activity	8985.42	0.9010782109287897
GO:0019843	Molecular_Functions	rRNA binding	8785.21	0.881000699959903
GO:0016301	Molecular_Functions	kinase activity	8158.65	0.8181678480910375
GO:0003723	Molecular_Functions	RNA binding	7777.65	0.7799603076128107
GO:0043565	Molecular_Functions	sequence-specific DNA binding	7438.41	0.7459405542484179
GO:0000287	Molecular_Functions	magnesium ion binding	6759.94	0.6779020503422168
GO:0008982	Molecular_Functions	protein-N(PI)-phosphohistidine-sugar phosphotransferase activity	6697.99	0.6716895644298123
GO:0008270	Molecular_Functions	zinc ion binding	6680.07	0.6698925063579755
GO:0016491	Molecular_Functions	oxidoreductase activity	6278.12	0.6295840525647386
GO:0003676	Molecular_Functions	nucleic acid binding	6107.48	0.6124718879788996
GO:0003824	Molecular_Functions	catalytic activity	5947.58	0.5964367548490611
GO:0022857	Molecular_Functions	transmembrane transporter activity	5685.84	0.5701888765163287
GO:0005525	Molecular_Functions	GTP binding	5660.74	0.5676717918286553
GO:0006281	Biological_Processes	DNA repair	5589.09	0.5604865680090624
GO:0006260	Biological_Processes	DNA replication	5515.63	0.5531198333016332
GO:0006310	Biological_Processes	DNA recombination	4911.05	0.49249118547400483
GO:0016020	Cellular_Components	membrane	4617.23	0.46302625228945726
GO:0015074	Biological_Processes	DNA integration	4583.9	0.45968384461455103
GO:0005623	Cellular_Components	cell	4113.99	0.41256020853548653
GO:0051301	Biological_Processes	cell division	4073.79	0.4085288617448705
GO:0000049	Molecular_Functions	tRNA binding	3914.2	0.3925248161151586
GO:0000160	Biological_Processes	phosphorelay signal transduction system	3774.55	0.37852039871939913
GO:0006313	Biological_Processes	transposition, DNA-mediated	3715.08	0.37255661280800767
GO:0008168	Molecular_Functions	methyltransferase activity	3566.18	0.3576245845213725
GO:0042626	Molecular_Functions	ATPase-coupled transmembrane transporter activity	3397.78	0.3407370521945133
GO:0004803	Molecular_Functions	transposase activity	3258.4	0.32675971100854145
GO:0045454	Biological_Processes	cell redox homeostasis	3185.9	0.3194892472692463
GO:0003924	Molecular_Functions	GTPase activity	3169.53	0.31784762669804273
GO:0000155	Molecular_Functions	phosphorelay sensor kinase activity	2780.58	0.27884284226495526
GO:0003887	Molecular_Functions	DNA-directed DNA polymerase activity	2751.36	0.2759125946723731
GO:0008360	Biological_Processes	regulation of cell shape	2729.53	0.27372343296990675
GO:0016829	Molecular_Functions	lyase activity	2720.57	0.27282490393398834
GO:0043190	Cellular_Components	ATP-binding cassette (ABC) transporter complex	2698.79	0.2706407563444456
GO:0009055	Molecular_Functions	electron transfer activity	2671.64	0.26791809302690267
GO:0016757	Molecular_Functions	transferase activity, transferring glycosyl groups	2644.4	0.2651864043060972
GO:0008233	Molecular_Functions	peptidase activity	2606.73	0.2614087716294179
GO:0050660	Molecular_Functions	flavin adenine dinucleotide binding	2576.81	0.2584083264559046
GO:0004553	Molecular_Functions	hydrolase activity, hydrolyzing O-glycosyl compounds	2540.92	0.25480919619930736
GO:0071555	Biological_Processes	cell wall organization	2527.93	0.2535065296617426
GO:0007049	Biological_Processes	cell cycle	2486.68	0.24936988649972985
GO:0030170	Molecular_Functions	pyridoxal phosphate binding	2407.63	0.24144257396743637
GO:0016853	Molecular_Functions	isomerase activity	2270.23	0.2276637916532412
GO:0009116	Biological_Processes	nucleoside metabolic process	2263.3	0.22696883560202305
GO:0050661	Molecular_Functions	NADP binding	2240.03	0.22463526744735549
GO:0009058	Biological_Processes	biosynthetic process	2238.83	0.2245149287371878
GO:0004386	Molecular_Functions	helicase activity	2221.68	0.22279508800437525
GO:0000166	Molecular_Functions	nucleotide binding	2193.3	0.2199490775089105
GO:0009279	Cellular_Components	cell outer membrane	2188.81	0.21949881016836656
GO:0009252	Biological_Processes	peptidoglycan biosynthetic process	2166.26	0.21723744523979963
GO:0004222	Molecular_Functions	metalloendopeptidase activity	2139.19	0.2145228045029345
GO:0015935	Cellular_Components	small ribosomal subunit	2076.71	0.2082571689935392
GO:0005887	Cellular_Components	integral component of plasma membrane	2076.67	0.20825315770320027
GO:0003746	Molecular_Functions	translation elongation factor activity	2054.07	0.20598677866170964
GO:0103111	Molecular_Functions	D-glucosamine PTS permease activity	2015.13	0.20208178751676964
GO:0003899	Molecular_Functions	DNA-directed 5'-3' RNA polymerase activity	2014.6	0.2020286379197789
GO:0006352	Biological_Processes	DNA-templated transcription, initiation	1889.05	0.1894382003684892
GO:0006096	Biological_Processes	glycolytic process	1878.41	0.1883711971383361
GO:0004519	Molecular_Functions	endonuclease activity	1857.6	0.1862843233395122
GO:0006457	Biological_Processes	protein folding	1848.13	0.18533465035177257
GO:0005506	Molecular_Functions	iron ion binding	1822.23	0.1827373398573209
GO:0003960	Molecular_Functions	NADPH:quinone reductase activity	1784.42	0.1789456676644554
GO:0051539	Molecular_Functions	4 iron, 4 sulfur cluster binding	1747.43	0.1752362269235378
GO:0005215	Molecular_Functions	transporter activity	1733.1	0.17379918215961918
GO:0006351	Biological_Processes	transcription, DNA-templated	1727.74	0.17326166925420372
GO:0046983	Molecular_Functions	protein dimerization activity	1719.91	0.17247645917035986
GO:0004252	Molecular_Functions	serine-type endopeptidase activity	1700.87	0.17056708496903322
GO:0051287	Molecular_Functions	NAD binding	1662.78	0.16674733374379527
GO:0016746	Molecular_Functions	transferase activity, transferring acyl groups	1659.96	0.16646453777490133
GO:0008408	Molecular_Functions	3'-5' exonuclease activity	1612.65	0.16172018412654196
GO:0006189	Biological_Processes	'de novo' IMP biosynthetic process	1607.41	0.1611947050921433
GO:0010181	Molecular_Functions	FMN binding	1576.8	0.1581250651602836
GO:0006541	Biological_Processes	glutamine metabolic process	1532.81	0.15371364861005476
GO:0015035	Molecular_Functions	protein disulfide oxidoreductase activity	1519.16	0.15234479578189783
GO:0005576	Cellular_Components	extracellular region	1494.84	0.14990593125583357
GO:0097367	Molecular_Functions	carbohydrate derivative binding	1479.58	0.14837562399153503
GO:0006633	Biological_Processes	fatty acid biosynthetic process	1454.05	0.1458154179327184
GO:0020037	Molecular_Functions	heme binding	1439.28	0.14433424897507166
GO:0016987	Molecular_Functions	sigma factor activity	1425.33	0.1429353114693728
GO:0030246	Molecular_Functions	carbohydrate binding	1404.25	0.1408213614607612
GO:0005727	Cellular_Components	extrachromosomal circular DNA	1397.63	0.14015749290966972
GO:0015934	Cellular_Components	large ribosomal subunit	1381.06	0.13849581588677148
GO:0045892	Biological_Processes	negative regulation of transcription, DNA-templated	1334.27	0.13380360901281813
GO:0046933	Molecular_Functions	proton-transporting ATP synthase activity, rotational mechanism	1302.07	0.13057452028998634
GO:0015986	Biological_Processes	ATP synthesis coupled proton transport	1290.72	0.1294363166563174
GO:0004177	Molecular_Functions	aminopeptidase activity	1285.71	0.1289339025413675
GO:0016747	Molecular_Functions	transferase activity, transferring acyl groups other than amino-acyl groups	1243.9	0.12474110131460985
GO:0008483	Molecular_Functions	transaminase activity	1225.53	0.12289891622646017
GO:0016874	Molecular_Functions	ligase activity	1210.2	0.12136158920406852
GO:0006396	Biological_Processes	RNA processing	1201.81	0.12052022105547974
GO:0006099	Biological_Processes	tricarboxylic acid cycle	1201.62	0.12050116742636985
GO:0009432	Biological_Processes	SOS response	1193.38	0.11967484161655205
GO:0006094	Biological_Processes	gluconeogenesis	1181.51	0.1184844912084771
GO:0046873	Molecular_Functions	metal ion transmembrane transporter activity	1161.72	0.11649990531329571
GO:1901135	Biological_Processes	carbohydrate derivative metabolic process	1158.06	0.1161328722472844
GO:0002161	Molecular_Functions	aminoacyl-tRNA editing activity	1151.45	0.11547000651877765
GO:0003697	Molecular_Functions	single-stranded DNA binding	1134.91	0.11381133796363363
GO:0008237	Molecular_Functions	metallopeptidase activity	1129.16	0.11323471497741366
GO:0003684	Molecular_Functions	damaged DNA binding	1122.47	0.11256382666822903
GO:0006265	Biological_Processes	DNA topological change	1112.88	0.11160211980947264
GO:0009089	Biological_Processes	lysine biosynthetic process via diaminopimelate	1092.85	0.1095934661722577
GO:0032196	Biological_Processes	transposition	1090.57	0.10936482262293917
GO:0006353	Biological_Processes	DNA-templated transcription, termination	1086.53	0.10895968229870812
GO:0050662	Molecular_Functions	coenzyme binding	1084.85	0.1087912081044734
GO:0006629	Biological_Processes	lipid metabolic process	1076.72	0.10797591334308763
GO:0006364	Biological_Processes	rRNA processing	1059.29	0.10622799357790261
GO:0008236	Molecular_Functions	serine-type peptidase activity	1025.24	0.10281338267689571
GO:0003755	Molecular_Functions	peptidyl-prolyl cis-trans isomerase activity	1023.04	0.10259276170825504
GO:0006284	Biological_Processes	base-excision repair	1020.96	0.10238417461063112
GO:0030001	Biological_Processes	metal ion transport	1016.16	0.10190281976996056
GO:0001522	Biological_Processes	pseudouridine synthesis	990.732	0.09935284250150818
GO:0044205	Biological_Processes	'de novo' UMP biosynthetic process	977.117	0.09798749955239779
GO:0000917	Biological_Processes	division septum assembly	966.499	0.0969227025319311
GO:0004826	Molecular_Functions	phenylalanine-tRNA ligase activity	945.183	0.09478508591031987
GO:0006605	Biological_Processes	protein targeting	934.042	0.09366784126867177
GO:0006662	Biological_Processes	glycerol ether metabolic process	918.45	0.09210424029456019
GO:0009378	Molecular_Functions	four-way junction helicase activity	912.446	0.09150214561468807
GO:0008033	Biological_Processes	tRNA processing	904.029	0.09065806984512052
GO:0000150	Molecular_Functions	recombinase activity	903.635	0.09061855863528215
GO:0008299	Biological_Processes	isoprenoid biosynthetic process	886.212	0.08887134084590644
GO:0009982	Molecular_Functions	pseudouridine synthase activity	883.724	0.08862183858682553
GO:0008324	Molecular_Functions	cation transmembrane transporter activity	878.135	0.08806136104421972
GO:0003743	Molecular_Functions	translation initiation factor activity	877.699	0.08801763797952547
GO:0007155	Biological_Processes	cell adhesion	876.275	0.08787483604345987
GO:0002949	Biological_Processes	tRNA threonylcarbamoyladenosine modification	876.021	0.08784936434980771
GO:0051537	Molecular_Functions	2 iron, 2 sulfur cluster binding	871.656	0.08741163229157292
GO:0051082	Molecular_Functions	unfolded protein binding	865.305	0.08677473966801066
GO:0008658	Molecular_Functions	penicillin binding	861.397	0.08638283660189804
GO:0008173	Molecular_Functions	RNA methyltransferase activity	858.3	0.08607226244740704
GO:0009360	Cellular_Components	DNA polymerase III complex	855.595	0.08580099893823748
GO:0006400	Biological_Processes	tRNA modification	851.474	0.0853877357510701
GO:0006261	Biological_Processes	DNA-dependent DNA replication	851.331	0.08537339538810845
GO:0009073	Biological_Processes	aromatic amino acid family biosynthetic process	838.204	0.08405699018113291
GO:0006865	Biological_Processes	amino acid transport	834.326	0.08366809558277448
GO:0008889	Molecular_Functions	glycerophosphodiester phosphodiesterase activity	834.188	0.0836542566311052
GO:0051536	Molecular_Functions	iron-sulfur cluster binding	832.992	0.08353431904997144
GO:0004040	Molecular_Functions	amidase activity	830.481	0.08328251029894565
GO:0015293	Molecular_Functions	symporter activity	826.026	0.08283575283744826
GO:0006098	Biological_Processes	pentose-phosphate shunt	822.27	0.08245909267462355
GO:0004088	Molecular_Functions	carbamoyl-phosphate synthase (glutamine-hydrolyzing) activity	803.51	0.08057779750566939
GO:0008654	Biological_Processes	phospholipid biosynthetic process	795.267	0.07975117084907615
GO:0006270	Biological_Processes	DNA replication initiation	791.995	0.07942304729935237
GO:0051920	Molecular_Functions	peroxiredoxin activity	785.026	0.07872418024005377
GO:0006298	Biological_Processes	mismatch repair	770.885	0.07730608882298658
GO:0009423	Biological_Processes	chorismate biosynthetic process	761.411	0.07635601470621303
GO:0006520	Biological_Processes	cellular amino acid metabolic process	755.277	0.07574088333273943
GO:0006979	Biological_Processes	response to oxidative stress	746.821	0.07489289655509143
GO:0009229	Biological_Processes	thiamine diphosphate biosynthetic process	740.551	0.07426412679446551
GO:0045261	Cellular_Components	proton-transporting ATP synthase complex, catalytic core F(1)	736.706	0.07387854151063668
GO:0009002	Molecular_Functions	serine-type D-Ala-D-Ala carboxypeptidase activity	735.603	0.0737679301795409
GO:0042274	Biological_Processes	ribosomal small subunit biogenesis	734.97	0.07370445150992748
GO:0016226	Biological_Processes	iron-sulfur cluster assembly	733.946	0.07360176247725109
GO:0043093	Biological_Processes	FtsZ-dependent cytokinesis	733.561	0.07356315380773898
GO:0016755	Molecular_Functions	transferase activity, transferring amino-acyl groups	731.136	0.07331996933094186
GO:0044038	Biological_Processes	cell wall macromolecule biosynthetic process	731.136	0.07331996933094186
GO:0009088	Biological_Processes	threonine biosynthetic process	726.619	0.07286699436941917
GO:0016805	Molecular_Functions	dipeptidase activity	724.605	0.07266502590085447
GO:0004497	Molecular_Functions	monooxygenase activity	720.639	0.0722673064637504
GO:0006526	Biological_Processes	arginine biosynthetic process	711.166	0.07131733262923533
GO:0055114	Biological_Processes	oxidation-reduction process	710.021	0.07120250944328368
GO:0006418	Biological_Processes	tRNA aminoacylation for protein translation	706.225	0.07082183799012005
GO:0007059	Biological_Processes	chromosome segregation	693.706	0.0695664043962961
GO:0008643	Biological_Processes	carbohydrate transport	691.008	0.06929584286293586
GO:0008716	Molecular_Functions	D-alanine-D-alanine ligase activity	690.638	0.06925873842730085
GO:0003918	Molecular_Functions	DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity	689.208	0.06911533479768439
GO:0030976	Molecular_Functions	thiamine pyrophosphate binding	685.619	0.06875542177202468
GO:0008152	Biological_Processes	metabolic process	679.407	0.06813246838239016
GO:0019877	Biological_Processes	diaminopimelate biosynthetic process	678.429	0.06803439233360353
GO:0009228	Biological_Processes	thiamine biosynthetic process	677.851	0.06797642918820612
GO:0006402	Biological_Processes	mRNA catabolic process	676.67	0.06785799584094945
GO:0015937	Biological_Processes	coenzyme A biosynthetic process	670.622	0.06725148874170454
GO:0070395	Biological_Processes	lipoteichoic acid biosynthetic process	667.335	0.06692186095810368
GO:0006289	Biological_Processes	nucleotide-excision repair	666.107	0.06679871434469878
GO:0006814	Biological_Processes	sodium ion transport	665.304	0.06671818769114493
GO:0003951	Molecular_Functions	NAD+ kinase activity	664.176	0.06660506930358735
GO:0009435	Biological_Processes	NAD biosynthetic process	662.479	0.0664348903109586
GO:0006207	Biological_Processes	'de novo' pyrimidine nucleobase biosynthetic process	658.16	0.06600177123661356
