Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Lactobacillus crispatus GCA_900452495.1	1579	GCA_900452495.1	69.74	0.89658	0.723112	1261761	1323734
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	12.14	0.999761	0.999761	283918	230429
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	11.24	0.661419	0.659632	213937	213346
s__Corynebacterium kroppenstedtii GCA_000023145.1	645127	GCA_000023145.1	2.07	0.165784	0.165784	38308	39291
s__Lactobacillus jensenii GCA_008726555.1	109790	GCA_008726555.1	0.9899999999999999	0.758862	0.030769	12674	18791
s__Staphylococcus warneri GCA_001019115.2	2201033	GCA_001019115.2	0.44	0.394764	0.358319	8047	8352
s__Staphylococcus epidermidis	1282		0.33	0.289103	0.156627	5640	6264
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.32	0.051889	0.014554	6215	6074
s__Cutibacterium acnes GCA_000145355.1	765084	GCA_000145355.1	0.25	0.177782	0.029549	4613	4745
s__Ralstonia pickettii_B GCA_000372665.1	1264675	GCA_000372665.1	0.22999999999999998	0.166752	0.166429	8168	4366
s__Corynebacterium tuberculostearicum GCA_000156615.2	525264	GCA_000156615.2	0.19	0.115704	0.071144	3539	3606
s__Corynebacterium tuberculostearicum_C GCA_000175635.1	553206	GCA_000175635.1	0.18	0.116152	0.068779	3218	3417
s__Comamonas tsuruhatensis GCA_001017795.1	558537	GCA_001017795.1	0.17	0.103424	0.012599	8751	3227
s__Bradyrhizobium sp003020075 GCA_003020075.1	2133945	GCA_003020075.1	0.17	0.116617	0.134921	9410	3227
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	0.16	0.115619	0.115622	2026	3037
s__Facklamia hominis GCA_000301035.1	883111	GCA_000301035.1	0.12	0.132604	0.071031	1687	2278
s__Anaerococcus vaginimassiliensis GCA_000191725.2	879305	GCA_000191725.2	0.12	0.180974	0.137904	1502	2278
s__Staphylococcus hominis GCA_000269685.1	1185421	GCA_000269685.1	0.11	0.103228	0.016438	1701	2088
s__Cutibacterium avidum GCA_000463645.1	1292372	GCA_000463645.1	0.1	0.064972	0.044591	1743	1898
s__Veillonella atypica GCA_001546845.1	39777	GCA_001546845.1	0.09	0.054371	0.014455	1379	1708
s__Winkia sp002849225 GCA_002872055.1	2069311	GCA_002872055.1	0.08	0.074486	0.049537	1379	1518
s__Finegoldia magna_H GCA_000582635.1	1459804	GCA_000582635.1	0.07	0.067434	0.030503	936	1329
s__Pseudomonas_E antarctica_A GCA_001647715.1	219572	GCA_001647715.1	0.06	0.018033	0.017155	2684	1139
s__Kocuria rosea	1275		0.06	0.054434	0.033163	1656	1139
s__Kocuria marina GCA_001665945.1	1834155	GCA_001665945.1	0.06	0.037024	0.016265	1364	1139
s__Aerococcus sp001813115 GCA_001807425.1	1581129	GCA_001807425.1	0.05	0.062301	0.070922	812	949
s__Stenotrophomonas maltophilia_A	40324		0.05	0.011904	0.011602	1747	949
s__Methylobacterium thiocyanatum GCA_000019945.1	441620	GCA_000019945.1	0.05	0.029346	0.027989	2115	949
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	0.05	0.032733	0.01679	687	949
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	0.04	0.020605	0.014373	935	759
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	0.04	0.074793	0.070411	554	759
s__Agrobacterium oryzihabitans GCA_000219665.2	1050720	GCA_000219665.2	0.03	0.022544	0.021857	1119	569
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	0.03	0.022524	0.022731	536	569
s__Meiothermus_B silvanus GCA_000092125.1	526227	GCA_000092125.1	0.03	0.011999	0.012021	659	569
s__Corynebacterium simulans GCA_001586215.1	146827	GCA_001586215.1	0.02	0.013016	0.01234	505	380
g__Corynebacterium	1716		0.02	0.019331	0.014007	321	380
s__Actinobaculum massiliense GCA_000315465.1	883066	GCA_000315465.1	0.02	0.029163	0.029216	337	380
s__Anaerococcus octavius GCA_002847745.1	54007	GCA_002847745.1	0.02	0.049453	0.049389	315	380
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	0.02	0.012884	0.012884	153	380
g__Phyllobacterium	28100		0.01	0.057203	0.057203	521	190
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	0.01	0.014077	0.013742	153	190
s__Lancefieldella rimae	1383		0.01	0.010549	0.010413	145	190
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	0.01	0.020984	0.014002	107	190
s__Peptoniphilus_A lacydonensis GCA_900106515.1	1673725	GCA_900106515.1	0.01	0.025658	0.017524	121	190
