Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Klebsiella pneumoniae GCA_000788005.1	573	GCA_000788005.1	93.65	0.605864	0.375502	21956587	21717992
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	2.79	0.66148	0.659676	522459	647018
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	2.6	0.999761	0.999761	599075	602955
s__Fannyhessea vaginae GCA_000159235.2	525256	GCA_000159235.2	0.8100000000000002	0.418205	0.417146	87041	187844
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.07	0.051949	0.014596	12443	16233
s__Lactobacillus johnsonii GCA_000204985.1	909954	GCA_000204985.1	0.03	0.241288	0.127494	4195	6957
s__Lactobacillus sp910589175 GCA_910589175.1	153152	GCA_910589175.1	0.02	0.066362	0.02855	2511	4638
s__Lactobacillus paragasseri	2107999		0.01	0.059627	0.061771	2025	2319
s__Lacticaseibacillus rhamnosus	47715		0.01	0.040045	0.076087	1111	2319
s__Cutibacterium acnes	1747		0.01	0.021289	0.026132	926	2319
s__Rothia kristinae GCA_004362545.1	2183991	GCA_004362545.1	0.01	0.045316	0.027667	2222	2319
