Name	Tax ID	GTDB ID	Relative Abundance	% Total Matches	% Unique Matches	Reads Frequency	Normalized Reads Frequency
s__Imtechella halotolerans GCA_000260835.1	946077	GCA_000260835.1	17.46	0.999761	0.999761	433940	335596
s__Streptococcus anginosus GCA_000508545.1	1403946	GCA_000508545.1	17.1	0.833021	0.32618	272309	328677
s__Allobacillus halotolerans GCA_007559355.1	1955271	GCA_007559355.1	15.55	0.66144	0.659654	314373	298884
s__Varibaculum massiliense GCA_900106855.1	1852372	GCA_900106855.1	13.200000000000001	0.45724	0.447688	240791	253715
s__Prevotella colorans GCA_003096815.1	1703337	GCA_003096815.1	7.490000000000001	0.602307	0.549948	174076	143964
s__Finegoldia magna_H GCA_000179495.1	768713	GCA_000179495.1	3.27	0.582196	0.218256	46480	62852
s__Peptoniphilus_A harei_A GCA_000183565.2	908338	GCA_000183565.2	2.72	0.618154	0.580064	39196	52281
s__Propionimicrobium lymphophilum GCA_000510445.1	1111131	GCA_000510445.1	2.25	0.660639	0.301904	36831	43247
s__Peptoniphilus_C coxii GCA_001553115.1	755172	GCA_001553115.1	1.95	0.533754	0.533116	28412	37481
s__Prevotella sp000758925 GCA_000758925.1	1284775	GCA_000758925.1	1.37	0.231179	0.075622	30522	26333
s__Facklamia hominis GCA_000413455.1	883110	GCA_000413455.1	1.33	0.578895	0.328873	19938	25564
s__Actinotignum sanguinis GCA_003957255.1	1445614	GCA_003957255.1	1.19	0.418125	0.352888	19478	22873
s__Enterococcus faecalis	1351		1.14	0.724206	0.529412	24060	21912
s__Campylobacter_B ureolyticus GCA_000597825.1	827	GCA_000597825.1	0.8500000000000001	0.358688	0.252747	11251	16338
s__Porphyromonas uenonis_A GCA_000174775.1	596327	GCA_000174775.1	0.8	0.226654	0.183977	13471	15377
s__Prevotella timonensis GCA_000455445.1	1122992	GCA_000455445.1	0.62	0.190866	0.136933	15789	11917
s__Staphylococcus simulans GCA_001838445.1	1739455	GCA_001838445.1	0.57	0.442782	0.39548	11815	10956
s__Streptococcus intermedius GCA_000313655.1	1248420	GCA_000313655.1	0.55	0.279646	0.075347	8474	10571
s__Varibaculum cambriense GCA_000420065.1	1123488	GCA_000420065.1	0.54	0.205695	0.182747	8688	10379
s__Finegoldia magna GCA_009678325.1	2584649	GCA_009678325.1	0.52	0.145261	0.064698	7468	9995
s__Peptoniphilus_B duerdenii GCA_000478945.1	1111133	GCA_000478945.1	0.51	0.338767	0.245701	7919	9803
s__Allobacillus salarius GCA_007559425.1	1955272	GCA_007559425.1	0.48	0.05209	0.014767	9752	9226
s__Varibaculum cambriense_A GCA_000508625.1	1403948	GCA_000508625.1	0.4699999999999999	0.063827	0.043599	8534	9034
s__Falseniella ignava GCA_000301055.1	883112	GCA_000301055.1	0.45000000000000007	0.285078	0.284953	6038	8649
s__Peptoniphilus_A vaginalis GCA_900176605.1	1756987	GCA_900176605.1	0.36	0.130197	0.039047	5419	6920
s__Corynebacterium pyruviciproducens GCA_000411375.1	1125779	GCA_000411375.1	0.35	0.194131	0.193177	7498	6727
s__Campylobacter_B ureolyticus_A GCA_000413435.1	883165	GCA_000413435.1	0.34	0.189256	0.068987	4617	6535
s__Anaerococcus sp900258475 GCA_900258475.1	2057799	GCA_900258475.1	0.33	0.309734	0.310296	5878	6343
s__Peptoniphilus_A harei GCA_001815405.1	1739525	GCA_001815405.1	0.3	0.189932	0.161836	4367	5766
s__Prevotella timonensis_A GCA_000762405.1	1401062	GCA_000762405.1	0.28	0.139585	0.070269	7085	5382
s__Urinicoccus massiliensis GCA_900120405.1	1723382	GCA_900120405.1	0.27	0.202225	0.192347	4461	5190
s__Anaerococcus lactolyticus GCA_000156575.1	525254	GCA_000156575.1	0.27	0.062016	0.041062	4427	5190
s__Pauljensenia radingae_A GCA_001457875.1	1673722	GCA_001457875.1	0.27	0.143387	0.09378	5217	5190
s__Peptococcus niger GCA_900101835.1	2741	GCA_900101835.1	0.26	0.157429	0.157429	4129	4997
s__Finegoldia magna_F GCA_000159695.1	525282	GCA_000159695.1	0.25	0.102068	0.030585	3771	4805
s__Staphylococcus epidermidis GCA_000276465.1	979203	GCA_000276465.1	0.24	0.256919	0.119718	4335	4613
s__Actinotignum schaalii_A GCA_000411135.1	883067	GCA_000411135.1	0.24	0.17937	0.08051	3976	4613
s__Negativicoccus succinicivorans GCA_000508525.1	1403945	GCA_000508525.1	0.22	0.119205	0.119205	2288	4229
s__Porphyromonas uenonis GCA_000482365.1	1122976	GCA_000482365.1	0.21	0.108968	0.047511	3739	4036
s__Prevotella buccalis GCA_000177075.1	679190	GCA_000177075.1	0.18	0.08089	0.04979	4189	3460
